152,153,154,168,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,170,40,41,168,169,169,169,169,170,72,73,168,169,169,169,169,170
152,153,154,181,-1,-1,-1,-1,-1,-1,-1,181,-1,-1,132,-1,-1,-1,-1,-1,-1,180,-1,-1,56,57,-1,180,-1,-1,-1,-1,88,89,-1,-1,-1,-1,-1,103
235,169,170,197,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,148,-1,-1,-1,-1,-1,-1,196,-1,-1,72,73,-1,196,-1,-1,-1,-1,104,105,-1,-1,-1,-1,-1,103
57,-1,-1,213,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,164,-1,-1,-1,-1,-1,-1,196,-1,-1,88,89,-1,196,-1,-1,-1,-1,120,121,-1,-1,-1,-1,-1,103
41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,104,105,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103
57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,56,57,-1,196,-1,-1,-1,-1,83,83,83,83,83,83,96,103
57,96,83,83,83,83,83,83,83,83,83,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,72,73,-1,196,-1,-1,-1,-1,176,177,177,177,177,177,177,178
174,177,178,178,178,178,178,178,178,178,179,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,88,89,-1,196,-1,-1,-1,-1,181,-1,-1,181,-1,-1,180,103
41,-1,-1,-1,-1,132,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,224,-1,-1,196,-1,-1,104,105,-1,196,-1,114,-1,-1,197,-1,-1,197,-1,-1,196,103
57,-1,-1,-1,-1,148,-1,-1,-1,-1,-1,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,56,57,-1,196,-1,144,-1,-1,213,-1,-1,196,-1,-1,212,103
73,-1,-1,-1,-1,164,-1,-1,-1,-1,-1,-1,-1,-1,208,-1,-1,-1,-1,-1,-1,196,-1,-1,72,73,-1,213,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,103
89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212,-1,-1,88,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,103
41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,103
57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,215,208,-1,-1,56,57,-1,-1,-1,113,-1,-1,-1,-1,-1,196,-1,70,71,103
73,-1,192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,192,-1,-1,-1,-1,-1,-1,-1,72,73,-1,-1,-1,144,-1,-1,-1,-1,-1,196,-1,144,-1,103
89,-1,181,-1,-1,-1,-1,-1,-1,208,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,88,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,103
41,-1,197,-1,-1,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,104,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,103
57,-1,213,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,57,-1,-1,-1,-1,-1,-1,-1,-1,115,213,-1,-1,-1,103
73,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,208,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,73,-1,-1,-1,-1,-1,113,-1,-1,144,-1,-1,-1,-1,103
89,-1,-1,-1,224,-1,-1,-1,-1,196,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,89,-1,-1,-1,-1,10,11,12,-1,-1,-1,-1,-1,-1,103
41,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,197,-1,-1,87,-1,-1,-1,224,-1,-1,104,105,-1,-1,-1,-1,26,27,28,-1,-1,-1,-1,-1,-1,103
57,-1,-1,-1,-1,-1,-1,-1,-1,213,-1,-1,-1,-1,213,-1,-1,103,-1,-1,-1,132,-1,-1,120,121,-1,-1,-1,-1,42,43,44,-1,-1,-1,-1,-1,-1,103
73,-1,-1,-1,-1,-1,-1,-1,-1,192,-1,-1,-1,-1,-1,-1,83,119,83,-1,-1,148,-1,-1,-1,135,-1,-1,-1,-1,58,59,31,-1,-1,-1,-1,144,-1,103
89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,136,137,138,-1,-1,164,-1,-1,-1,151,-1,-1,-1,-1,74,75,76,-1,-1,-1,-1,-1,-1,103
41,-1,-1,-1,208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,153,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,103
57,-1,-1,-1,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,168,169,170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,-1,-1,-1,-1,-1,-1,-1,103
73,-1,-1,-1,197,-1,-1,-1,-1,83,113,83,-1,-1,-1,-1,-1,180,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,114,113,113,80,114,103
89,-1,-1,-1,213,-1,-1,-1,-1,136,137,138,-1,-1,-1,-1,-1,196,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,176,177,177,177,178,178
41,-1,-1,-1,-1,-1,-1,-1,-1,152,153,154,-1,-1,-1,-1,-1,212,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,181,-1,-1,181,103
57,-1,-1,-1,-1,-1,-1,-1,-1,168,169,170,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,83,115,115,115,-1,-1,196,-1,-1,-1,197,-1,-1,197,103
73,-1,-1,-1,-1,-1,-1,-1,-1,133,-1,181,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,176,177,178,179,-1,-1,212,-1,-1,-1,213,-1,-1,196,103
89,-1,-1,-1,-1,-1,-1,-1,-1,149,-1,197,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,103
41,-1,-1,-1,139,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,212,-1,-1,-1,-1,-1,-1,-1,-1,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,103
57,-1,-1,-1,155,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,103
73,-1,-1,-1,171,-1,-1,-1,-1,-1,-1,196,-1,-1,-1,-1,-1,83,114,83,83,-1,-1,-1,-1,83,98,83,83,-1,-1,-1,83,83,81,83,-1,-1,196,103
89,-1,-1,-1,132,-1,-1,-1,-1,139,-1,196,-1,-1,-1,-1,-1,176,177,178,179,-1,-1,-1,-1,176,177,178,179,-1,-1,-1,176,177,178,179,-1,-1,196,103
41,-1,-1,-1,148,-1,-1,-1,-1,155,-1,212,-1,-1,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,-1,-1,134,-1,-1,-1,-1,-1,-1,-1,134,-1,-1,-1,196,103
57,-1,-1,-1,164,-1,-1,-1,-1,171,-1,-1,-1,-1,-1,-1,-1,148,-1,-1,-1,-1,-1,-1,-1,-1,150,-1,-1,-1,-1,-1,-1,-1,150,-1,-1,-1,196,103
73,-1,-1,-1,-1,-1,-1,-1,-1,133,-1,-1,-1,-1,-1,-1,-1,164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,196,103
